Title,ReplyIndex,CrawlingTime,Content,Like,Hate
400℃ 금성에 생명체 존재?...대기서 '생명체 가스',18,2020.9.16 0:34,그것은바로 코로나였습니다,1,0
400℃ 금성에 생명체 존재?...대기서 '생명체 가스',19,2020.9.16 0:34,아이고~~ 지겹다~~ 도대체 외계인 가능성만 몇십년째냐? 그냥 외계인 없어도 잘산다. 외계인 나오면 그때나 보여줘 지겨워~~,2,2
삼성 접고 LG 돌리고…다음은 둘둘 마는 '상소문폰'?,1,2020.9.16 0:34,"롤러블 만들면 LG 대박 가능성 있다. 다만 한가지 걱정되는 건, 예전에 LG에서 휘어지는 폰일 것 처럼 해놓고 그냥 휘어진 폰을 출시했던 것 처럼, 이번에도 말리는 폰 내 놓을 것 처럼 하다가 그냥 말려있는 폰 만들까봐... 그게 걱정이다.",117,1
삼성 접고 LG 돌리고…다음은 둘둘 마는 '상소문폰'?,2,2020.9.16 0:34,롤러블폰 기대됩니다~~,41,4
삼성 접고 LG 돌리고…다음은 둘둘 마는 '상소문폰'?,3,2020.9.16 0:34,삼성과 엘지 ...선의의 치열한 경쟁속에 고품질의 신제품 속속 등장...두 회사의 시너지 효과 기대해 봅니다.,24,5
삼성 접고 LG 돌리고…다음은 둘둘 마는 '상소문폰'?,4,2020.9.16 0:34,lg 롤러블 스마트폰으로 대박한번 칠듯...,20,9
삼성 접고 LG 돌리고…다음은 둘둘 마는 '상소문폰'?,5,2020.9.16 0:34,롤러블폰을 펼치면서 죄인은 어명을 받으라 각이다,16,7
삼성 접고 LG 돌리고…다음은 둘둘 마는 '상소문폰'?,6,2020.9.16 0:34,결국 말았다 폈다 우리가 항상 상상하던 제품이 나오는구나. 접는 것 보다 이게 대박일 듯.,9,0
삼성 접고 LG 돌리고…다음은 둘둘 마는 '상소문폰'?,7,2020.9.16 0:34,LG는 롤러블폰 특허 확실히해서 누가 따라하지 못하도록 못박아야됨.,5,0
삼성 접고 LG 돌리고…다음은 둘둘 마는 '상소문폰'?,8,2020.9.16 0:34,"이제야 깨달았네. 엘쥐는 돈 벌려고 핸드폰을 만드는 게 아니었어. 진심으로 핸드폰이 좋아서, 기술이 발전 되는 모습 보는 게 너무 흡족해서 만드는 거였어 ㅠㅠㅠ 엘쥐니뮤 ㅠㅠㅠ",3,0
삼성 접고 LG 돌리고…다음은 둘둘 마는 '상소문폰'?,9,2020.9.16 0:34,광고모델은 진인 조은산으로...,5,3
삼성 접고 LG 돌리고…다음은 둘둘 마는 '상소문폰'?,10,2020.9.16 0:34,롤로블을 사기위해 기다린 보람이 있기를...!!,2,0
삼성 접고 LG 돌리고…다음은 둘둘 마는 '상소문폰'?,11,2020.9.16 0:34,폰사업접고 돌리더니 말아먹을라고?,2,1
삼성 접고 LG 돌리고…다음은 둘둘 마는 '상소문폰'?,12,2020.9.16 0:34,혁신적이긴하지만 실용성에는 의문이네요핸폰을 구지 말았다 뺐다 할필요가 있을지 차라리 안깨지는 핸폰 만들어주면 좋겠어요,1,0
삼성 접고 LG 돌리고…다음은 둘둘 마는 '상소문폰'?,13,2020.9.16 0:34,엘지는 프라다폰이지,1,0
삼성 접고 LG 돌리고…다음은 둘둘 마는 '상소문폰'?,14,2020.9.16 0:34,말리는게 아니고 그냥 서랍에서 꺼내는 방식처럼 보이는데요~,1,0
삼성 접고 LG 돌리고…다음은 둘둘 마는 '상소문폰'?,15,2020.9.16 0:34,다시보니 궁금하네..손이 세개가 있어야 하잔아.상소문처럼 펴는데 손이 두개 필요하다면? 그냥 보는 거냐?또 망작일듯 헬지늠들아 정신 좀 차려라..삼성꺼 반 만이라도 해야지..상품은 팔려야 상품이다.,1,0
삼성 접고 LG 돌리고…다음은 둘둘 마는 '상소문폰'?,16,2020.9.16 0:34,솔직히 이거 보고 소름돋음 처음에 엥? 했다가 오오....오오오!!!하게됨,1,0
삼성 접고 LG 돌리고…다음은 둘둘 마는 '상소문폰'?,17,2020.9.16 0:34,윙은 솔직히 기대안되는데 롤러블이면 기대된다 이번처럼 AP이상한거 쓰지말고 삼성처럼 최신AP쓰면 무조건산다,1,0
삼성 접고 LG 돌리고…다음은 둘둘 마는 '상소문폰'?,18,2020.9.16 0:34,롤러블은 한번 써보고 싶음.,1,0
삼성 접고 LG 돌리고…다음은 둘둘 마는 '상소문폰'?,19,2020.9.16 0:34,휘어진 쓰레기폰 이후 절대로 엘지폰 안 쓴다.25년 동안 엘지폰 몇번 써 봤지만 역시 몇 프로 부족한건 변하지 않더라.,1,1
삼성 접고 LG 돌리고…다음은 둘둘 마는 '상소문폰'?,20,2020.9.16 0:34,"롤러블에 반투명OLED까지 적용해서, AR 활용도 높이면 괜찮겠는데?",1,1
